asin,title,price,rating,image,product_url,ad_or_organic
B0FDQ2R315,,"₹49,990",3.7 out of 5 stars,https://m.media-amazon.com/images/I/71-tA1jB0rL._AC_UY218_.jpg,https://www.amazon.in/Dell-15-Platinum-Graphics-Standard/dp/B0FDQ2R315/ref=sr_1_49?dib=eyJ2IjoiMSJ9.3avm6vsQHJvCJ648HACB-zOYAqdO78m705j4HshfSp00W-NXpJx23Qnw8vii9gxmdZROryxq4aIWwNxMtDlv2UK7Ly5lGMjYyM9jv0lQRAFdjvwR_tpBU2TQXI-lviItbcE44tMvKUAuhMsPdrOzM7CRUEn6D-CtrEsKVawCb7gLFQm2xtzpxSWNjE1Q7gTtbg_ILZk0eY25evq2sjQ0cFkH0GcHb3mkLDETIai8gKw.tAjEnIAvu4yIqfIV_Gu1b1MX5GzTEJ0kGlLYGJWKizc&dib_tag=se&keywords=laptop&qid=1763184287&sr=8-49,Organic
B0FDQ2R315,,,,,,Organic
B0FCXZ85YX,,"₹42,990",3.9 out of 5 stars,https://m.media-amazon.com/images/I/71JEGsayyGL._AC_UY218_.jpg,https://www.amazon.in/Aspire-7-7730U-Windows-Office-AL15-41/dp/B0FCXZ85YX/ref=sr_1_50?dib=eyJ2IjoiMSJ9.3avm6vsQHJvCJ648HACB-zOYAqdO78m705j4HshfSp00W-NXpJx23Qnw8vii9gxmdZROryxq4aIWwNxMtDlv2UK7Ly5lGMjYyM9jv0lQRAFdjvwR_tpBU2TQXI-lviItbcE44tMvKUAuhMsPdrOzM7CRUEn6D-CtrEsKVawCb7gLFQm2xtzpxSWNjE1Q7gTtbg_ILZk0eY25evq2sjQ0cFkH0GcHb3mkLDETIai8gKw.tAjEnIAvu4yIqfIV_Gu1b1MX5GzTEJ0kGlLYGJWKizc&dib_tag=se&keywords=laptop&qid=1763184287&sr=8-50,Organic
B0FCXZ85YX,,,,,,Organic
B0FBRF3YVJ,,"₹1,57,490",,https://m.media-amazon.com/images/I/418mkRJhlqL._AC_UY218_.jpg,https://www.amazon.in/Lenovo-ThinkPad-Windows-Fingerprint-21MLS04600/dp/B0FBRF3YVJ/ref=sr_1_51?dib=eyJ2IjoiMSJ9.3avm6vsQHJvCJ648HACB-zOYAqdO78m705j4HshfSp00W-NXpJx23Qnw8vii9gxmdZROryxq4aIWwNxMtDlv2UK7Ly5lGMjYyM9jv0lQRAFdjvwR_tpBU2TQXI-lviItbcE44tMvKUAuhMsPdrOzM7CRUEn6D-CtrEsKVawCb7gLFQm2xtzpxSWNjE1Q7gTtbg_ILZk0eY25evq2sjQ0cFkH0GcHb3mkLDETIai8gKw.tAjEnIAvu4yIqfIV_Gu1b1MX5GzTEJ0kGlLYGJWKizc&dib_tag=se&keywords=laptop&qid=1763184287&sr=8-51,Organic
B0FBRF3YVJ,,,,,,Organic
B0D5DFR78J,,"₹65,990",4.1 out of 5 stars,https://m.media-amazon.com/images/I/61nTNphSBvL._AC_UY218_.jpg,https://www.amazon.in/ASUS-15-6-inch-GeForce-Graphite-FA506NCR-HN054W/dp/B0D5DFR78J/ref=sr_1_52?dib=eyJ2IjoiMSJ9.3avm6vsQHJvCJ648HACB-zOYAqdO78m705j4HshfSp00W-NXpJx23Qnw8vii9gxmdZROryxq4aIWwNxMtDlv2UK7Ly5lGMjYyM9jv0lQRAFdjvwR_tpBU2TQXI-lviItbcE44tMvKUAuhMsPdrOzM7CRUEn6D-CtrEsKVawCb7gLFQm2xtzpxSWNjE1Q7gTtbg_ILZk0eY25evq2sjQ0cFkH0GcHb3mkLDETIai8gKw.tAjEnIAvu4yIqfIV_Gu1b1MX5GzTEJ0kGlLYGJWKizc&dib_tag=se&keywords=laptop&qid=1763184287&sr=8-52,Organic
B0D5DFR78J,,,,,,Organic
B0D2Y1BLDT,,"₹55,990",3.7 out of 5 stars,https://m.media-amazon.com/images/I/712WiT-wexL._AC_UY218_.jpg,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3NTA5Mzk5MTEyODQ1MzExOjE3NjMxODQyODc6c3BfYnRmOjMwMDc2NDAzNjQxODIzMjo6MDo6&url=%2FDell-Intel-Core-13th-Gen%2Fdp%2FB0D2Y1BLDT%2Fref%3Dsr_1_53_sspa%3Fdib%3DeyJ2IjoiMSJ9.3avm6vsQHJvCJ648HACB-zOYAqdO78m705j4HshfSp00W-NXpJx23Qnw8vii9gxmdZROryxq4aIWwNxMtDlv2UK7Ly5lGMjYyM9jv0lQRAFdjvwR_tpBU2TQXI-lviItbcE44tMvKUAuhMsPdrOzM7CRUEn6D-CtrEsKVawCb7gLFQm2xtzpxSWNjE1Q7gTtbg_ILZk0eY25evq2sjQ0cFkH0GcHb3mkLDETIai8gKw.tAjEnIAvu4yIqfIV_Gu1b1MX5GzTEJ0kGlLYGJWKizc%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1763184287%26sr%3D8-53-spons%26aref%3D2wLeEr8099%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1&aref=2wLeEr8099&sp_cr=ZAZ,Ad
B0D2Y1BLDT,,,,,,Organic
B0F8QFMXJ7,,"₹37,990",3.7 out of 5 stars,https://m.media-amazon.com/images/I/81Be1f26lVL._AC_UY218_.jpg,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3NTA5Mzk5MTEyODQ1MzExOjE3NjMxODQyODc6c3BfYnRmOjMwMDYwOTQ4NzI5MzYzMjo6MDo6&url=%2FLenovo-IdeaPad-39-6cm-Windows-82X700G5IN%2Fdp%2FB0F8QFMXJ7%2Fref%3Dsr_1_54_sspa%3Fdib%3DeyJ2IjoiMSJ9.3avm6vsQHJvCJ648HACB-zOYAqdO78m705j4HshfSp00W-NXpJx23Qnw8vii9gxmdZROryxq4aIWwNxMtDlv2UK7Ly5lGMjYyM9jv0lQRAFdjvwR_tpBU2TQXI-lviItbcE44tMvKUAuhMsPdrOzM7CRUEn6D-CtrEsKVawCb7gLFQm2xtzpxSWNjE1Q7gTtbg_ILZk0eY25evq2sjQ0cFkH0GcHb3mkLDETIai8gKw.tAjEnIAvu4yIqfIV_Gu1b1MX5GzTEJ0kGlLYGJWKizc%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1763184287%26sr%3D8-54-spons%26aref%3DcLzwbn95aZ%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1&aref=cLzwbn95aZ&sp_cr=ZAZ,Ad
B0F8QFMXJ7,,,,,,Organic
